index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,in_flight
0,0,mobilenet,small,cold,200,3962.82,3962.81,0.01,39.46,3923.36,1
1,1,resnet,small,cold,200,6590.8,6590.8,0.0,208.63,6382.17,2
2,2,mobilenet,small,cold,200,4342.39,4342.39,0.01,17.76,4324.63,3
3,3,mobilenet,large,cold,200,4977.89,4977.88,0.01,21.86,4956.02,4
4,4,mobilenet,large,cold,200,5006.06,5006.06,0.01,17.78,4988.28,5
5,5,resnet,small,cold,200,8224.58,8224.58,0.0,120.0,8104.57,6
6,6,mobilenet,small,cold,200,4646.05,4646.05,0.01,25.49,4620.56,7
7,7,mobilenet,small,cold,200,5041.69,5041.68,0.01,17.45,5024.23,8
8,8,mobilenet,large,cold,200,4106.84,4106.84,0.0,19.36,4087.48,9
9,9,mobilenet,large,cold,200,4317.07,4317.06,0.01,17.79,4299.27,10
10,10,resnet,small,cold,200,37444.98,37444.96,0.02,358.14,37086.82,11
11,11,resnet,large,cold,200,38599.1,38599.08,0.02,660.27,37938.81,12
12,12,resnet,small,cold,200,36256.16,36256.14,0.02,518.84,35737.31,13
13,13,mobilenet,large,cold,200,4697.94,4697.93,0.01,18.45,4679.48,14
14,14,resnet,medium,cold,200,35716.6,35716.59,0.02,388.69,35327.9,15
15,15,resnet,small,cold,200,35313.66,35313.65,0.01,352.58,34961.07,16
16,16,mobilenet,medium,cold,200,4168.12,4168.11,0.01,17.52,4150.59,17
17,17,mobilenet,small,cold,200,4085.45,4085.45,0.01,17.57,4067.87,18
18,18,resnet,small,cold,200,34928.81,34928.79,0.02,563.15,34365.64,19
19,19,resnet,medium,cold,200,34357.18,34357.17,0.02,516.49,33840.68,20
20,20,resnet,small,cold,200,33827.92,33827.91,0.01,744.08,33083.84,21
21,21,resnet,large,cold,200,15318.52,15318.51,0.0,436.28,14882.23,22
22,22,mobilenet,medium,cold,200,4004.34,4004.33,0.01,17.75,3986.58,23
23,23,mobilenet,large,cold,200,4155.4,4155.39,0.01,18.63,4136.76,24
24,24,resnet,large,cold,200,33044.6,33044.58,0.02,448.03,32596.54,25
25,25,resnet,large,cold,200,32046.2,32046.18,0.02,388.52,31657.67,26
26,26,mobilenet,large,cold,200,4088.7,4088.7,0.01,17.66,4071.04,27
27,27,mobilenet,small,cold,200,4042.44,4042.44,0.01,17.67,4024.76,28
28,28,mobilenet,medium,cold,200,4014.04,4014.03,0.01,17.3,3996.73,29
29,29,mobilenet,small,cold,200,3985.26,3985.25,0.01,18.49,3966.76,30
30,30,mobilenet,medium,cold,200,3936.88,3936.87,0.01,17.35,3919.52,31
31,31,resnet,medium,cold,200,31209.5,31209.48,0.02,465.34,30744.14,32
32,32,resnet,small,cold,200,30172.3,30172.28,0.02,584.95,29587.33,33
33,33,resnet,medium,cold,200,31581.49,31581.47,0.02,391.78,31189.69,34
34,34,mobilenet,large,cold,200,3860.4,3860.4,0.01,18.12,3842.27,35
35,35,resnet,large,cold,200,29549.86,29549.85,0.01,472.26,29077.6,36
